line,division,day_type,day_type_label,month,month_date,year,period,otp_pct,on_time,scheduled
Q,B DIVISION,1,Weekday,2022-02-01,2022-02-01T00:00:00Z,2022,2020-2024,0.76125145,4550,5977
Q,B DIVISION,2,Weekend,2022-02-01,2022-02-01T00:00:00Z,2022,2020-2024,0.6544634,1305,1994
R,B DIVISION,1,Weekday,2022-02-01,2022-02-01T00:00:00Z,2022,2020-2024,0.8220339,4171,5074
R,B DIVISION,2,Weekend,2022-02-01,2022-02-01T00:00:00Z,2022,2020-2024,0.72711474,1255,1726
1,A DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.84948665,7529,8863
1,A DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.8667582,2524,2912
2,A DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.78958243,5351,6777
2,A DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.5597561,1377,2460
3,A DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7377756,1539,2086
3,A DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.8668633,4408,5085
4,A DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7770914,6038,7770
4,A DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7423221,1982,2670
5,A DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.81571305,5617,6886
5,A DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.8183581,1266,1547
6,A DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.80531913,2271,2820
6,A DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7386558,7781,10534
7,A DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.9044999,11015,12178
7,A DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.8588611,3499,4074
A,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.62756526,4954,7894
A,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.571836,1604,2805
B,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.6695011,1181,1764
C,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.65289056,2733,4186
C,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7019231,1095,1560
D,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7012026,1516,2162
D,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7803267,4490,5754
E,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7561905,1588,2100
E,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.72098964,6207,8609
F,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.71626794,1497,2090
F,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.78187454,5047,6455
FS,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.9240566,1959,2120
FS,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.98062956,4860,4956
G,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.8814655,2045,2320
G,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.9227891,5426,5880
GS,A DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.9992852,2796,2798
GS,A DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.98875564,10552,10672
H,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.9177296,1439,1568
H,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.9302721,3282,3528
J,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7128713,1584,2222
J,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.8654675,4619,5337
L,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.92163044,7891,8562
L,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7779531,3451,4436
M,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.79329854,1823,2298
M,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.85034454,3949,4644
N,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7439313,5026,6756
N,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.57479227,1245,2166
Q,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.7648567,5071,6630
Q,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.597212,1628,2726
R,B DIVISION,1,Weekday,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.8388825,4384,5226
R,B DIVISION,2,Weekend,2022-01-01,2022-01-01T00:00:00Z,2022,2020-2024,0.76808906,1656,2156
1,A DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.83168936,8010,9631
1,A DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.8139378,2406,2956
2,A DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.7428693,5235,7047
2,A DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.58187866,1400,2406
3,A DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.691023,1324,1916
3,A DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.85014254,4771,5612
4,A DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.76703703,2071,2700
4,A DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.80088663,6323,7895
5,A DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.79790276,1674,2098
5,A DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.8243498,5674,6883
6,A DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.8000857,9333,11665
6,A DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.8059441,2305,2860
7,A DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.8725694,11757,13474
7,A DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.8544455,3575,4184
A,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.66285187,5039,7602
A,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.7151989,2014,2816
B,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.69260204,2715,3920
C,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.67642856,2841,4200
C,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.759542,1194,1572
D,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.7702952,1670,2168
D,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.7069864,4068,5754
E,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.7726415,1638,2120
E,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.74297327,6397,8610
F,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.8303232,1747,2104
F,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.6810749,5373,7889
FS,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,1,2148,2148
FS,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.980226,4858,4956
G,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.9401869,3018,3210
G,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.85840034,5656,6589
GS,A DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.9900398,3479,3514
GS,A DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.99033856,11173,11282
H,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.95294785,3362,3528
H,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.9704774,1545,1592
J,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.87603307,4982,5687
J,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.7932862,1796,2264
L,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.8784607,10090,11486
L,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.8861408,3977,4488
M,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.7809872,4272,5470
M,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.8594153,1999,2326
N,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.732229,6984,9538
N,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.6458333,1395,2160
Q,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.72637945,4805,6615
Q,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.75584114,1941,2568
R,B DIVISION,1,Weekday,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.75670207,4488,5931
R,B DIVISION,2,Weekend,2021-12-01,2021-12-01T00:00:00Z,2021,2020-2024,0.76486987,1646,2152
1,A DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.88257813,8531,9666
1,A DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.9177924,2378,2591
2,A DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.84276265,5735,6805
2,A DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.633218,1464,2312
3,A DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.89653546,5693,6350
3,A DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.7855213,1454,1851
4,A DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.8315461,6669,8020
4,A DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.8071033,2477,3069
5,A DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.8380867,5642,6732
5,A DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.7217963,659,913
6,A DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.8565329,10030,11710
6,A DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.8049728,2072,2574
7,A DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.90176904,12081,13397
7,A DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.9044626,2878,3182
A,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.6596427,1440,2183
A,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.6077852,4731,7784
B,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.7113703,2928,4116
C,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.6459524,2713,4200
C,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.6702432,937,1398
D,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.69118416,1325,1917
D,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.6637122,3819,5754
E,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.7710908,1435,1861
E,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.74401855,6406,8610
F,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.84415585,1560,1848
F,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.75525326,6218,8233
FS,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.99571735,1860,1868
FS,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.99435025,4928,4956
G,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.885459,5450,6155
G,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.9001461,1848,2053
GS,A DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.96790123,3136,3240
GS,A DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.9982158,11749,11770
H,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.95574164,3196,3344
H,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.9722628,1332,1370
J,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.8791709,1739,1978
J,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.90633,5312,5861
L,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.91041267,10457,11486
L,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.9512257,3764,3957
M,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.7949894,4506,5668
M,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.9446093,1910,2022
N,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.7676145,7343,9566
N,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.681439,1307,1918
Q,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.7587302,5019,6615
Q,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.7586938,1789,2358
R,B DIVISION,1,Weekday,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.7722288,4577,5927
R,B DIVISION,2,Weekend,2021-11-01,2021-11-01T00:00:00Z,2021,2020-2024,0.8080334,1549,1917
1,A DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.86634994,8388,9682
1,A DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.8753425,2556,2920
2,A DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.56373817,1309,2322
2,A DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.83281916,5669,6807
3,A DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.86376673,5421,6276
3,A DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.7112112,1421,1998
4,A DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.83987767,6866,8175
4,A DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.8345026,2617,3136
5,A DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.86402553,5954,6891
5,A DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.8601997,1206,1402
6,A DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.85625756,9948,11618
6,A DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.8421235,2427,2882
7,A DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.909247,12183,13399
7,A DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.90599626,2901,3202
A,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.6639344,5184,7808
A,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.56327987,1580,2805
B,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.7201166,2964,4116
C,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.7040476,2957,4200
C,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.5903846,921,1560
D,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.7050926,1523,2160
D,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.6765728,3893,5754
E,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.84173006,1771,2104
E,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.7225319,6221,8610
F,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.7923445,1656,2090
F,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.67938745,5590,8228
FS,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.99386793,2107,2120
FS,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.9969734,4941,4956
G,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.85442764,1978,2315
G,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.82900065,4911,5924
GS,A DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.9974648,3541,3550
GS,A DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.9993981,11623,11630
H,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.98402554,1540,1565
H,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.96902657,3285,3390
J,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.853125,1911,2240
J,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.91602665,5367,5859
L,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.9176301,3810,4152
L,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.92629933,10658,11506
M,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.95124483,1834,1928
M,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.7937544,4499,5668
N,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.6973149,1714,2458
N,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.77856755,7120,9145
Q,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.7563114,5003,6615
Q,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.7791699,1990,2554
R,B DIVISION,1,Weekday,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.794197,4708,5928
R,B DIVISION,2,Weekend,2021-10-01,2021-10-01T00:00:00Z,2021,2020-2024,0.83271545,1797,2158
1,A DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.84848154,7823,9220
1,A DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.8835249,2306,2610
2,A DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.61329585,1310,2136
2,A DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.8065462,5224,6477
3,A DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.7483184,1335,1784
3,A DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.86706084,5133,5920
4,A DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.7919357,6010,7589
4,A DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.7274001,2076,2854
5,A DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.8296081,5419,6532
5,A DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.7983595,1168,1463
6,A DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.85550934,9053,10582
6,A DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.8034826,1615,2010
7,A DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.89271253,11466,12844
7,A DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.89662796,3244,3618
A,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.66017747,4985,7551
A,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.62643903,1578,2519
B,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.67168367,2633,3920
C,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.63425,2537,4000
C,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.65665233,918,1398
D,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.79526746,1546,1944
D,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.6875342,3767,5479
E,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.7834395,1476,1884
E,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.67341465,5522,8200
F,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.79882604,1497,1874
F,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.6511361,5101,7834
FS,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.97624075,1849,1894
FS,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.9862288,4655,4720
G,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.9056785,1882,2078
G,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.70723915,3986,5636
GS,A DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,1,2360,2360
GS,A DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.99978596,9342,9344
H,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.9656652,1350,1398
H,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.9699851,3264,3365
J,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.8483791,1701,2005
J,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.90197134,5033,5580
L,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.9203548,10169,11049
L,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.90934485,3581,3938
M,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.77944446,4209,5400
M,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.9717899,1998,2056
N,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.7148985,6166,8625
N,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.7021605,1365,1944
Q,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.77493715,1849,2386
Q,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.708353,4503,6357
R,B DIVISION,1,Weekday,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.7701962,4357,5657
R,B DIVISION,2,Weekend,2021-09-01,2021-09-01T00:00:00Z,2021,2020-2024,0.8387429,1628,1941
1,A DIVISION,1,Weekday,2021-08-01,2021-08-01T00:00:00Z,2021,2020-2024,0.85459644,8534,9986
1,A DIVISION,2,Weekend,2021-08-01,2021-08-01T00:00:00Z,2021,2020-2024,0.8417624,2197,2610
2,A DIVISION,1,Weekday,2021-08-01,2021-08-01T00:00:00Z,2021,2020-2024,0.842216,6005,7130
2,A DIVISION,2,Weekend,2021-08-01,2021-08-01T00:00:00Z,2021,2020-2024,0.6311647,1203,1906
3,A DIVISION,1,Weekday,2021-08-01,2021-08-01T00:00:00Z,2021,2020-2024,0.84258980000000006,5583,6626
3,A DIVISION,2,Weekend,2021-08-01,2021-08-01T00:00:00Z,2021,2020-2024,0.7735746,1411,1824
4,A DIVISION,1,Weekday,2021-08-01,2021-08-01T00:00:00Z,2021,2020-2024,0.84965074,7177,8447
