line,division,day_type,day_type_label,month,month_date,year,period,otp_pct,on_time,scheduled
M,B DIVISION,1,Weekday,2017-08-01,2017-08-01T00:00:00Z,2017,2015-2019,0.739667545,8143,11009
N,B DIVISION,1,Weekday,2017-08-01,2017-08-01T00:00:00Z,2017,2015-2019,0.513051732,3243,6321
Q,B DIVISION,1,Weekday,2017-08-01,2017-08-01T00:00:00Z,2017,2015-2019,0.662143257,4733,7148
R,B DIVISION,1,Weekday,2017-08-01,2017-08-01T00:00:00Z,2017,2015-2019,0.717218137,4682,6528
S Fkln,B DIVISION,1,Weekday,2017-08-01,2017-08-01T00:00:00Z,2017,2015-2019,0.997052321,2706,2714
S Rock,B DIVISION,1,Weekday,2017-08-01,2017-08-01T00:00:00Z,2017,2015-2019,0.941390041,1815,1928
W,B DIVISION,1,Weekday,2017-08-01,2017-08-01T00:00:00Z,2017,2015-2019,0.718886588,3125,4347
1,A DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.704454751,6531,9271
2,A DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.277121713,1760,6351
3,A DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.444846293,2706,6083
4,A DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.319876194,2377,7431
5,A DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.261354184,1571,6011
6,A DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.518962608,5843,11259
7,A DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.782083464,9970,12748
S 42nd,A DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.995762367,12219,12271
A,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.580623306,4285,7380
B,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.584708738,2409,4120
C,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.604,2416,4000
D,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.576101342,3047,5289
E,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.566562304,4524,7985
F,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.448352802,3416,7619
G,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.789346664,4579,5801
JZ,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.690143369,3851,5580
L,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.928544776,9954,10720
M,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.745874243,7141,9574
N,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.539385119,2965,5497
Q,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.663402693,4336,6536
R,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.683726798,3794,5549
S Fkln,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.999152542,2358,2360
S Rock,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.93679189,1571,1677
W,B DIVISION,1,Weekday,2017-09-01,2017-09-01T00:00:00Z,2017,2015-2019,0.755555556,2856,3780
1,A DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.719317178,7332,10193
2,A DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.308265292,2152,6981
3,A DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.475003753,3164,6661
4,A DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.329421728,2723,8266
5,A DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.244907063,1647,6725
6,A DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.537218136,6647,12373
7,A DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.728453196,10210,14016
S 42nd,A DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.993875516,13956,14042
A,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.54236052,4462,8227
B,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.563548102,2554,4532
C,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.582272727,2562,4400
D,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.563279561,3387,6013
E,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.604444444,5304,8775
F,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.444617039,3721,8369
G,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.739221702,4578,6193
JZ,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.673672206,4135,6138
L,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.928256445,10946,11792
M,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.730908055,7695,10528
N,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.627460711,3793,6045
Q,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.709365382,4840,6823
R,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.647925677,4045,6243
S Fkln,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.997303544,2589,2596
S Rock,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.94574064,1743,1843
W,B DIVISION,1,Weekday,2017-10-01,2017-10-01T00:00:00Z,2017,2015-2019,0.699134199,2907,4158
1,A DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.695745993,6771,9732
2,A DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.249474947,1663,6666
3,A DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.413270297,2535,6134
4,A DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.27025641,2108,7800
5,A DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.251840251,1608,6385
6,A DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.47647258,5630,11816
7,A DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.692123748,9262,13382
S 42nd,A DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.987381224,12989,13155
A,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.497033789,3854,7754
B,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.464863615,2011,4326
C,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.562857143,2364,4200
D,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.454034451,2504,5515
E,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.614671164,5103,8302
F,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.463722792,3707,7994
G,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.70303335,4195,5967
JZ,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.708824031,4153,5859
L,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.966381364,10952,11333
M,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.759625908,7635,10051
N,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.651001292,4031,6192
Q,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.645971497,4578,7087
R,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.639009702,3820,5978
S Fkln,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.996054362,2272,2281
S Rock,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.937240971,1583,1689
W,B DIVISION,1,Weekday,2017-11-01,2017-11-01T00:00:00Z,2017,2015-2019,0.707986898,2810,3969
1,A DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.706935606,6554,9271
2,A DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.433632499,2754,6351
3,A DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.593457176,3610,6083
4,A DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.433894709,3272,7541
5,A DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.471193104,3116,6613
6,A DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.421688843,4849,11499
7,A DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.658770003,8398,12748
S 42nd,A DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.979326883,11843,12093
A,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.484688347,3577,7380
B,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.490048544,2019,4120
C,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.53425,2137,4000
D,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.455652836,2394,5254
E,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.523982467,4184,7985
F,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.403071269,3071,7619
G,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.640793904,3616,5643
JZ,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.647132616,3611,5580
L,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.921240167,9954,10805
M,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.760402474,7255,9541
N,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.637828371,3642,5710
Q,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.663913992,4261,6418
R,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.620267057,3391,5467
S Fkln,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.995762712,2350,2360
S Rock,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.944206009,1540,1631
W,B DIVISION,1,Weekday,2017-12-01,2017-12-01T00:00:00Z,2017,2015-2019,0.696961549,2592,3719
1,A DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.674578266,13756,20392
2,A DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.372597816,5390,14466
3,A DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.567967275,7220,12712
4,A DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.382623225,6412,16758
5,A DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.417330404,6078,14564
6,A DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.471890145,11684,24760
7,A DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.636947218,17860,28040
S 42nd,A DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.987184994,27578,27936
A,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.380969697,6286,16500
B,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.457280661,3982,8708
C,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.347189967,2990,8612
D,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.419946182,4994,11892
E,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.473917995,8322,17560
F,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.32186907,5428,16864
G,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.508056719,6306,12412
JZ,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.598566308,7348,12276
L,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.84921981,20028,23584
M,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.703608737,14818,21060
N,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.547304003,6618,12092
Q,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.588820603,8048,13668
R,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.559048835,7006,12532
S Fkln,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.992583919,5086,5124
S Rock,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.925841415,3246,3506
W,B DIVISION,1,Weekday,2018-01-01,2018-01-01T00:00:00Z,2018,2015-2019,0.634439634,5276,8316
1,A DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.679943717,6282,9239
2,A DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.440908337,2660,6033
3,A DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.614631443,3327,5413
4,A DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.422731667,3061,7241
5,A DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.495862508,3116,6284
6,A DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.491725105,5259,10695
7,A DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.610639875,7415,12143
S 42nd,A DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.98723692,11680,11831
A,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.509199829,3570,7011
B,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.485274609,1829,3769
C,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.453947368,1725,3800
D,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.477559055,2426,5080
E,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.501252472,3802,7585
F,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.379577372,2892,7619
G,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.613345865,3263,5320
JZ,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.594793435,3153,5301
L,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.906323645,9230,10184
M,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.724024189,6585,9095
N,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.56372093,3030,5375
Q,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.643485342,3951,6140
R,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.541389505,2930,5412
S Fkln,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,1,2242,2242
S Rock,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.953546767,1519,1593
W,B DIVISION,1,Weekday,2018-02-01,2018-02-01T00:00:00Z,2018,2015-2019,0.724867725,2603,3591
1,A DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.744152469,7731,10389
2,A DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.466448212,3274,7019
3,A DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.624367889,3951,6328
4,A DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.473537941,3919,8276
5,A DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.531447405,3870,7282
6,A DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.505088853,6253,12380
7,A DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.554979769,7818,14087
S 42nd,A DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.987776314,13495,13662
A,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.552475979,4485,8118
B,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.528483992,2245,4248
C,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.5475,2409,4400
D,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.510211146,2948,5778
E,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.584396355,5131,8780
F,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.470630372,3942,8376
G,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.691558442,4260,6160
JZ,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.704138156,4322,6138
L,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.893147897,10532,11792
M,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.774928775,8160,10530
N,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.590951204,3827,6476
Q,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.696810067,4762,6834
R,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.646026173,4048,6266
S Fkln,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.997688752,2590,2596
S Rock,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.939220183,1638,1744
W,B DIVISION,1,Weekday,2018-03-01,2018-03-01T00:00:00Z,2018,2015-2019,0.720779221,2997,4158
1,A DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.724020968,7044,9729
2,A DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.493524775,3506,7104
3,A DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.696517413,4340,6231
4,A DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.545466205,4253,7797
5,A DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.538627226,3751,6964
6,A DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.532283728,6356,11941
7,A DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.57093736,7638,13378
S 42nd,A DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.990878687,13036,13156
A,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.599174087,4643,7749
B,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.610630408,2470,4045
C,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.603809524,2536,4200
D,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.541621426,2993,5526
E,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.573373134,4802,8375
F,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.502065857,4010,7987
G,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.732142857,4305,5880
JZ,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.671941467,3949,5877
L,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.931236674,10482,11256
M,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.764788169,7654,10008
N,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.662018048,4035,6095
Q,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.722741911,4713,6521
R,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.684615385,4094,5980
S Fkln,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.998789346,2475,2478
S Rock,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.978965321,1722,1759
W,B DIVISION,1,Weekday,2018-04-01,2018-04-01T00:00:00Z,2018,2015-2019,0.758629378,3011,3969
1,A DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.71897163100000006,7299,10152
2,A DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.534292752,4121,7713
3,A DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.688079061,4456,6476
4,A DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.547473761,4486,8194
5,A DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.626779847,4578,7304
6,A DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.560913287,6805,12132
7,A DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.632846768,8801,13907
S 42nd,A DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.995858601,13466,13522
A,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.556871453,4514,8106
B,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.56808897,2503,4406
C,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.608101743,2582,4246
D,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.476384748,3036,6373
E,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.554829993,4928,8882
F,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.401269394,3414,8508
G,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.69842558,4303,6161
JZ,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.714960887,4387,6136
L,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.920200988,10805,11742
M,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.642977151,3827,5952
N,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.592313788,5980,10096
Q,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.606773823,4228,6968
R,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.586201325,3628,6189
S Fkln,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.995570108,5169,5192
S Rock,B DIVISION,1,Weekday,2018-05-01,2018-05-01T00:00:00Z,2018,2015-2019,0.967948718,3171,3276
1,A DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.730130548,6991,9575
2,A DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.581601588,4394,7555
3,A DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.709645343,4282,6034
4,A DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.576894594,4674,8102
5,A DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.640950853,4395,6857
6,A DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.605815143,7105,11728
7,A DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.610809179,8092,13248
S 42nd,A DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.996506828,12552,12596
A,B DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.550883529,4271,7753
B,B DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.631605184,2534,4012
C,B DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.660238095,2773,4200
D,B DIVISION,1,Weekday,2018-06-01,2018-06-01T00:00:00Z,2018,2015-2019,0.652205973,5307,8137
